date,callsource,nature,street
12/11/2023,E911,MINOR ACCIDENT,N SOUTHWEST FWY/E US 90A
12/11/2023,PHONE,PRISONER PROCESS,S SH 6
12/11/2023,SELF,TRAFFIC STOP,W US 90A
12/11/2023,PHONE,WELFARE CONCERN,BROADMOOR DR
12/11/2023,E911,911 HANG UP,PECAN POINT DR
12/11/2023,E911,MINOR ACCIDENT,S SH 6
12/11/2023,SELF,TRAFFIC STOP,SANSBURY BLVD
12/11/2023,PHONE,ASSAULT,HARVEST BEND CT
12/11/2023,SELF,PARKING VIOLATION,S SOUTHWEST FWY
12/11/2023,SELF,TRAFFIC STOP,LEXINGTON BLVD
12/11/2023,SELF,PARKING VIOLATION,S SOUTHWEST FWY
12/11/2023,PHONE,ASSIST CITIZEN,E US 90A
12/11/2023,SELF,TRAFFIC STOP,IMPERIAL BLVD/N SH 6
12/11/2023,PHONE,CARDIAC OR RESPIRATORY ARREST,CLARENDA FALLS DR
12/11/2023,E911,911 HANG UP,ADOBE TRAILS DR
12/11/2023,PHONE,FOLLOW UP,WOODCHESTER DR/ASHWOOD DR
12/11/2023,SELF,TRAFFIC STOP,E US 90A
12/11/2023,SELF,TRAFFIC STOP,LONG REACH DR
12/11/2023,PHONE,DISABLED VEHICLE,S SOUTHWEST FWY/SUGAR LAKES DR
12/11/2023,SELF,MINOR ACCIDENT,DAIRY ASHFORD RD
12/11/2023,PHONE,SUSPICIOUS CIRC PERSON VEHICLE,RIVER LODGE LN
12/11/2023,SELF,DISABLED VEHICLE,IMPERIAL BLVD
12/11/2023,PHONE,MINOR ACCIDENT,UNIVERSITY BLVD/N SOUTHWEST FWY
12/11/2023,SELF,TRAFFIC STOP,N SH 6
12/11/2023,SELF,TRAFFIC STOP,N SOUTHWEST FWY
12/11/2023,PHONE,FRAUD,RIVERBROOK DR
12/11/2023,PHONE,ASSIST CITIZEN,MESQUITE DR
12/11/2023,PHONE,SUSPICIOUS CIRC PERSON VEHICLE,CLEARWATER CREEK DR
12/11/2023,SELF,TRAFFIC STOP,S SOUTHWEST FWY
12/11/2023,PHONE,MINOR ACCIDENT,WOOD COVE LN/WOODSTREAM BLVD
12/11/2023,SELF,TRAFFIC STOP,W US 90A
12/11/2023,WALK,ASSIST CITIZEN,S SH 6
12/11/2023,WALK,HARASSMENT,GRANTS LAKE BLVD
12/11/2023,PHONE,ASSIST BY LAW,LAKE POINTE PKWY
12/11/2023,PHONE,ASSIST BY LAW,ASH ST
12/11/2023,WALK,ASSIST CITIZEN,BARROWGATE DR
12/11/2023,PHONE,SUSPICIOUS CIRC PERSON VEHICLE,N SOUTHWEST FWY
12/11/2023,PHONE,ANIMAL CONTROL PROBLEM,FLUOR DANIEL DR
12/11/2023,E911,MENTAL HEALTH CONCERN,N SH 6
12/11/2023,SELF,TRAFFIC STOP,S SH 6
12/11/2023,PHONE,MINOR ACCIDENT,W US 90A/INDUSTRIAL BLVD
12/11/2023,E911,911 HANG UP,E US 90A
12/11/2023,PHONE,911 HANG UP,LOST CREEK BLVD
12/11/2023,PHONE,SUSPICIOUS CIRC PERSON VEHICLE,BONAVENTURE WAY
12/11/2023,SELF,TRAFFIC STOP,S SOUTHWEST FWY
12/11/2023,SELF,TRAFFIC STOP,W US 90A
12/11/2023,PHONE,911 HANG UP,N SH 6
12/11/2023,PHONE,MINOR ACCIDENT,S SOUTHWEST FWY
12/11/2023,PHONE,911 HANG UP,BROADMOOR DR
12/11/2023,SELF,TRAFFIC STOP,S SH 6
12/11/2023,SELF,TRAFFIC STOP,S SH 6
12/11/2023,PHONE,THREAT TERRORISTIC,AUSTIN PKWY
12/11/2023,PHONE,MENTAL HEALTH CONCERN,N SOUTHWEST FWY
12/11/2023,SELF,TRAFFIC STOP,FIRST COLONY BLVD
12/11/2023,PHONE,ASSIST CITIZEN,S SH 6
12/11/2023,SELF,TRAFFIC STOP,N SH 6
12/11/2023,PHONE,SUSPICIOUS CIRC PERSON VEHICLE,LAKE ESTATES DR/LAKE TRAIL DR
12/11/2023,E911,DISTURBANCE,ROCKY BEND DR
12/11/2023,PHONE,ALARM PANIC,STRATFORD GARDENS DR
12/11/2023,SELF,TRAFFIC STOP,N SH 6
12/11/2023,PHONE,RECKLESS DRIVER CONDUCT,HIDDEN CREEK DR
12/11/2023,PHONE,SUSPICIOUS CIRC PERSON VEHICLE,FELICIA DR
12/11/2023,PHONE,RECKLESS DRIVER CONDUCT,S SH 6/PARK POINTE DR
12/11/2023,SELF,TRAFFIC STOP,N SH 6
12/11/2023,E911,MENTAL HEALTH CONCERN,MOSS MEADOW CT
12/11/2023,PHONE,ALARM BURGLAR,BONAVENTURE WAY
12/11/2023,SELF,TRAFFIC STOP,N SOUTHWEST FWY
12/11/2023,PHONE,SUSPICIOUS CIRC PERSON VEHICLE,REGENCY DR
12/11/2023,PHONE,911 HANG UP,RAVENEL LN
12/11/2023,PHONE,RECKLESS DRIVER CONDUCT,OAKLAND DR/BRIGHT TR
12/11/2023,SELF,TRAFFIC STOP,N SH 6
12/11/2023,SELF,TRAFFIC STOP,ELKINS RD
12/11/2023,SELF,TRAFFIC STOP,N US 59
12/11/2023,SELF,DISABLED VEHICLE,TABORWOOD AVE
12/11/2023,PHONE,ALARM HOLD UP,SOUTHWESTERN BLVD
12/11/2023,PHONE,911 HANG UP,KENSINGTON DR
12/11/2023,SELF,TRAFFIC STOP,W AIRPORT BLVD
12/11/2023,E911,ASSAULT,N SOUTHWEST FWY
12/11/2023,SELF,TRAFFIC STOP,W AIRPORT BLVD
12/11/2023,PHONE,WELFARE CONCERN,EDGEWOOD DR
12/11/2023,SELF,TRAFFIC STOP,W AIRPORT BLVD
12/11/2023,E911,911 HANG UP,MORGAN ST
12/11/2023,SELF,TRAFFIC STOP,ELDRIDGE RD
12/11/2023,PHONE,THEFT,N SH 6
12/11/2023,SELF,TRAFFIC STOP,ELDRIDGE RD
12/12/2023,SELF,TRAFFIC STOP,N GRAND PKWY
12/12/2023,SELF,TRAFFIC STOP,W AIRPORT BLVD
12/12/2023,E911,SUSPICIOUS CIRC PERSON VEHICLE,DRAKEWOOD DR
12/12/2023,SELF,TRAFFIC STOP,N SH 6
12/12/2023,PHONE,WELFARE CONCERN,EDGEWOOD DR
12/12/2023,SELF,TRAFFIC STOP,N SH 6
12/12/2023,PHONE,ALARM BURGLAR,N SOUTHWEST FWY
12/12/2023,SELF,SUSPICIOUS CIRC PERSON VEHICLE,CORDES DR
12/12/2023,SELF,SUSPICIOUS CIRC PERSON VEHICLE,CORDES DR
12/12/2023,SELF,TRAFFIC STOP,SETTLERS WAY BLVD
12/12/2023,PHONE,911 HANG UP,PEATWOOD WAY
12/12/2023,SELF,WELFARE CONCERN,BROOKS ST/GUENTHER ST
12/12/2023,SELF,TRAFFIC STOP,E US 90A
12/12/2023,SELF,TRAFFIC STOP,W US 90A
12/12/2023,SELF,TRAFFIC STOP,S SH 6
12/12/2023,SELF,TRAFFIC STOP,N SH 6
12/12/2023,SELF,SUSPICIOUS CIRC PERSON VEHICLE,BONAVENTURE WAY
12/12/2023,SELF,SUSPICIOUS CIRC PERSON VEHICLE,E US 90A
12/12/2023,SELF,SUSPICIOUS CIRC PERSON VEHICLE,ELDRIDGE RD
12/12/2023,SELF,TRAFFIC STOP,S SH 6
12/12/2023,SELF,TRAFFIC STOP,W AIRPORT BLVD
12/12/2023,SELF,TRAFFIC STOP,N SH 6
12/12/2023,SELF,TRAFFIC STOP,S GRAND PKWY
12/12/2023,SELF,SUSPICIOUS CIRC PERSON VEHICLE,CREEK BEND DR
12/12/2023,PHONE,BURGLARY,S SOUTHWEST FWY
12/12/2023,PHONE,MENTAL HEALTH CONCERN,COUNTRY BROOK CT
12/12/2023,PHONE,MENTAL HEALTH CONCERN,COUNTRY BROOK CT
12/12/2023,PHONE,ALARM BURGLAR,S SOUTHWEST FWY
12/12/2023,PHONE,SUSPICIOUS CIRC PERSON VEHICLE,GREATWOOD PKWY/SHADOW BEND DR
12/12/2023,PHONE,WELFARE CONCERN,S SH 6 FRONTAGE RD/E US 90A
12/12/2023,PHONE,DEATH INVESTIGATION,COMMERCE GREEN BLVD
12/12/2023,RPTO,SUSPICIOUS CIRC PERSON VEHICLE,CREEK BEND DR
12/12/2023,PHONE,BURGLARY,CREEK BEND DR
12/12/2023,PHONE,BURGLARY,S SOUTHWEST FWY
12/12/2023,PHONE,ACCIDENT MAJOR,N US 59
12/12/2023,PHONE,ALARM BURGLAR,LONG REACH DR
12/12/2023,SELF,TRAFFIC STOP,NEW TERRITORY BLVD
12/12/2023,PHONE,MENTAL HEALTH CONCERN,COUNTRY BROOK CT
12/12/2023,PHONE,ALARM BURGLAR,STONEBURY LN
12/12/2023,PHONE,WELFARE CONCERN,N SH 6/CROWN GARDEN TR
12/12/2023,PHONE,ALARM BURGLAR,S SH 6
12/12/2023,SELF,TRAFFIC STOP,HOMEWARD WAY
12/12/2023,SELF,FRAUD,S SH 6
12/12/2023,PHONE,MENTAL HEALTH CONCERN,LAKE POINTE PKWY
12/12/2023,SELF,FOLLOW UP,LAKE POINTE PKWY
12/12/2023,SELF,TRAFFIC STOP,N US 59
12/12/2023,PHONE,ASSIST CITIZEN,N SOUTHWEST FWY
12/12/2023,SELF,TRAFFIC STOP,N US 59
12/12/2023,SELF,TRAFFIC STOP,GILLINGHAM LN
12/12/2023,SELF,TRAFFIC STOP,E US 90A
12/12/2023,SELF,ASSAULT,INDUSTRIAL BLVD
12/12/2023,SELF,TRAFFIC STOP,N US 59
12/12/2023,E911,911 HANG UP,PALM ROYALE BLVD
12/12/2023,SELF,TRAFFIC STOP,W AIRPORT BLVD
12/12/2023,SELF,TRAFFIC STOP,N US 59
12/12/2023,SELF,TRAFFIC STOP,W US 90A
12/12/2023,SELF,TRAFFIC STOP,N US 59
12/12/2023,E911,911 HANG UP,S GRAND PKWY
12/12/2023,PHONE,ID THEFT,STONE TRAIL DR
12/12/2023,SELF,TRAFFIC STOP,N US 59
12/12/2023,SELF,TRAFFIC STOP,W AIRPORT BLVD
12/12/2023,E911,911 HANG UP,GRANTS LAKE BLVD
12/12/2023,SELF,TRAFFIC STOP,S US 59
12/12/2023,SELF,TRAFFIC STOP,W AIRPORT BLVD
12/12/2023,E911,MENTAL HEALTH CONCERN,GRANTS LAKE BLVD
12/12/2023,SELF,TRAFFIC STOP,W AIRPORT BLVD
12/12/2023,PHONE,PROPERTY LOST RECOVERED,N SOUTHWEST FWY
12/12/2023,PHONE,VIOLATION CITY ORDINANCE,N GRAND PKWY/E US 90A
12/12/2023,SELF,TRAFFIC STOP,N US 59
12/12/2023,E911,ASSIST CITIZEN,SWEETWATER BLVD
12/12/2023,SELF,TRAFFIC STOP,W AIRPORT BLVD
12/12/2023,SELF,TRAFFIC STOP,N SOUTHWEST FWY
12/12/2023,SELF,TRAFFIC STOP,MAIN ST
12/12/2023,E911,911 HANG UP,BENDWOOD DR
12/12/2023,PHONE,911 HANG UP,BONAVENTURE WAY
12/12/2023,SELF,TRAFFIC STOP,WILLIAMS TRACE BLVD
12/12/2023,SELF,FOLLOW UP,
12/12/2023,SELF,TRAFFIC STOP,WILLIAMS TRACE BLVD
12/12/2023,E911,TRAFFIC HAZ PROB DIRECT RELAT,S US 59
12/12/2023,PHONE,ABANDONED VEHICLE,N NEW MEADOWS DR
12/12/2023,SELF,FOLLOW UP,SLIPPERY ROCK CT
12/12/2023,SELF,ASSAULT,HITHERFIELD DR
12/12/2023,PHONE,SUSPICIOUS CIRC PERSON VEHICLE,PEPPER WOOD DR
12/12/2023,SELF,TRAFFIC STOP,W AIRPORT BLVD/ELDRIDGE RD
12/12/2023,PHONE,VIOLATION CITY ORDINANCE,CENTRAL DR/LAKEBEND DR
12/12/2023,PHONE,WARRANT SERVICE,WILLIAMS WAY BLVD
12/12/2023,PHONE,SEXUAL ASSAULT,MORGAN PARK LN
12/12/2023,SELF,TRAFFIC STOP,GILLINGHAM LN
12/12/2023,SELF,TRAFFIC STOP,ELDRIDGE RD/GREENWAY DR
12/12/2023,SELF,FOLLOW UP,GREATWOOD PKWY
12/12/2023,SELF,TRAFFIC STOP,GILLINGHAM LN
12/12/2023,PHONE,ALARM BURGLAR,RALSTON BRANCH WAY
12/12/2023,SELF,FOLLOW UP,N SH 6
12/12/2023,SELF,TRAFFIC STOP,W AIRPORT BLVD/ELDRIDGE RD
12/12/2023,PHONE,PRISONER PROCESS,S SH 6
12/12/2023,SELF,TRAFFIC STOP,ELDRIDGE RD/W BELLFORT AVE
12/12/2023,SELF,TRAFFIC STOP,N SH 6
12/12/2023,SELF,TRAFFIC STOP,N SOUTHWEST FWY
12/12/2023,PHONE,911 HANG UP,N SOUTHWEST FWY
12/12/2023,PHONE,MENTAL HEALTH CONCERN,CORDES DR
12/12/2023,SELF,TRAFFIC STOP,JIM DAVIDSON DR
12/12/2023,SELF,TRAFFIC STOP,S TOWN CENTER BLVD
12/12/2023,SELF,TRAFFIC STOP,W AIRPORT BLVD/IMPERIAL CANYON LN
12/12/2023,SELF,TRAFFIC STOP,STADIUM DR
12/12/2023,SELF,TRAFFIC STOP,W AIRPORT BLVD/BURNEY RD
12/12/2023,SELF,TRAFFIC STOP,IMPERIAL BLVD
12/12/2023,PHONE,ASSIST CITIZEN,GRANTS LAKE BLVD
12/12/2023,SELF,TRAFFIC STOP,W AIRPORT BLVD/LAUREL MEADOW LN
12/12/2023,WALK,FRAUD,TEAL LN
12/12/2023,WALK,PROPERTY LOST RECOVERED,INDUSTRIAL BLVD
12/12/2023,SELF,TRAFFIC STOP,S SOUTHWEST FWY
12/12/2023,PHONE,RECKLESS DRIVER CONDUCT,N SH 6/BROOKS ST
12/12/2023,PHONE,MINOR ACCIDENT,S SOUTHWEST FWY
12/12/2023,SELF,TRAFFIC STOP,SAVOY ST
12/12/2023,SELF,TRAFFIC STOP,ELDRIDGE RD/LAKEVIEW DR
12/12/2023,W911,911 HANG UP,S SOUTHWEST FWY
12/12/2023,PHONE,SUSPICIOUS CIRC PERSON VEHICLE,WILLOW BROOK CT
12/12/2023,SELF,TRAFFIC STOP,MILL SHADOW DR
12/12/2023,SELF,TRAFFIC STOP,WILLIAMS TRACE BLVD
12/12/2023,SELF,TRAFFIC STOP,N SOUTHWEST FWY
12/12/2023,SELF,TRAFFIC STOP,S SOUTHWEST FWY
12/12/2023,SELF,ASSIST BY LAW,S SH 6
12/12/2023,PHONE,FOLLOW UP,N SH 6
12/12/2023,PHONE,DISTURBANCE,S SH 6
12/12/2023,SELF,TRAFFIC STOP,BURNEY RD
12/12/2023,PHONE,FRAUD,N SOUTHWEST FWY
12/12/2023,SELF,TRAFFIC STOP,JESS PIRTLE BLVD/MISTY LAKE BLVD
12/12/2023,SELF,TRAFFIC STOP,N SOUTHWEST FWY
12/12/2023,SELF,TRAFFIC STOP,BURNEY RD
12/12/2023,SELF,THEFT,REBEL RIDGE DR
12/12/2023,SELF,TRAFFIC STOP,UNIVERSITY BLVD
12/12/2023,SELF,TRAFFIC STOP,UNIVERSITY BLVD
12/12/2023,PHONE,911 HANG UP,S GRAND PKWY
12/12/2023,SELF,TRAFFIC STOP,N SH 6
12/12/2023,PHONE,ASSIST CITIZEN,PROMENADE WAY
12/12/2023,PHONE,DISTURBANCE,S GRAND PKWY
12/12/2023,W911,DISORDERLY CONDUCT,S SH 6
12/12/2023,PHONE,ASSIST BY LAW,S US 59
12/12/2023,E911,WELFARE CONCERN,SUGAR PARK LN
12/12/2023,SELF,TRAFFIC STOP,NANTUCKET DR
12/12/2023,SELF,TRAFFIC STOP,N SH 6
12/12/2023,SELF,TRAFFIC STOP,SQUIRE DOBBINS DR
12/12/2023,PHONE,MINOR ACCIDENT,N SOUTHWEST FWY
12/12/2023,W911,MINOR ACCIDENT,S SOUTHWEST FWY/S SH 6
12/12/2023,SELF,TRAFFIC STOP,BARRINGTON PLACE DR/NANTUCKET DR
12/12/2023,E911,MINOR ACCIDENT,S SH 6
12/12/2023,PHONE,TRAFFIC HAZ PROB DIRECT RELAT,S SH 6 FRONTAGE RD/UNIVERSITY BLVD
12/12/2023,SELF,TRAFFIC STOP,NANTUCKET DR
12/12/2023,SELF,TRAFFIC STOP,NANTUCKET DR
12/12/2023,PHONE,WELFARE CONCERN,S GRAND PKWY
12/12/2023,SELF,TRAFFIC STOP,CALUMET DR
12/12/2023,W911,BURGLARY,S SOUTHWEST FWY
12/12/2023,SELF,TRAFFIC STOP,BARRINGTON PLACE DR
12/12/2023,PHONE,MENTAL HEALTH CONCERN,COUNTRY BROOK CT
12/12/2023,PHONE,MINOR ACCIDENT,S SH 6/KENSINGTON DR
12/12/2023,SELF,SUSPICIOUS CIRC PERSON VEHICLE,S SOUTHWEST FWY
12/12/2023,PHONE,ASSIST CITIZEN,PRESLEY WAY
12/12/2023,W911,TRAFFIC HAZ PROB DIRECT RELAT,N US 59
12/12/2023,SELF,TRAFFIC STOP,S SOUTHWEST FWY
12/12/2023,PHONE,MENTAL HEALTH CONCERN,ALSTON RD
12/12/2023,PHONE,SUSPICIOUS CIRC PERSON VEHICLE,ASHTON VILLA CT
12/12/2023,PHONE,ALARM BURGLAR,GARDEN LAKES LN
12/12/2023,SELF,TRAFFIC STOP,AUSTIN PKWY
12/12/2023,PHONE,VIOLATION CITY ORDINANCE,GREENBRIAR DR
12/12/2023,SELF,TRAFFIC STOP,UNIVERSITY BLVD
12/12/2023,PHONE,SUSPICIOUS CIRC PERSON VEHICLE,E PARK ST
12/12/2023,PHONE,MINOR ACCIDENT,N SH 6/FLUOR DANIEL DR
12/12/2023,W911,TRAFFIC HAZ PROB DIRECT RELAT,N US 59
12/12/2023,W911,ACCIDENT MAJOR,E US 90A
12/12/2023,PHONE,ALARM BURGLAR,SWEETWATER BLVD
12/12/2023,SELF,TRAFFIC STOP,CREEK BEND DR
12/12/2023,PHONE,DISTURBANCE,N SH 6
12/12/2023,PHONE,RECKLESS DRIVER CONDUCT,STADIUM DR
12/12/2023,PHONE,911 HANG UP,MORNING MIST CT
12/12/2023,PHONE,SUSPICIOUS CIRC PERSON VEHICLE,FELICIA DR
12/12/2023,SELF,TRAFFIC STOP,N SOUTHWEST FWY
12/12/2023,PHONE,DISTURBANCE,FIRST CROSSING BLVD
12/12/2023,W911,TRAFFIC HAZ PROB DIRECT RELAT,N SH 6/VOSS RD
12/12/2023,PHONE,TRESPASS,FIRST COLONY BLVD
12/12/2023,W911,DISABLED VEHICLE,S US 59
12/12/2023,PHONE,ASSIST CITIZEN,WILLIAMS TRACE BLVD
12/12/2023,PHONE,FRAUD,DRAKEVIEW CT
12/12/2023,SELF,DISABLED VEHICLE,S US 59
12/12/2023,PHONE,PROPERTY LOST RECOVERED,LEXINGTON BLVD
12/12/2023,PHONE,RECKLESS DRIVER CONDUCT,N SOUTHWEST FWY
12/12/2023,W911,911 HANG UP,NORMANDY CT
12/12/2023,SELF,TRAFFIC STOP,S SH 6
12/12/2023,PHONE,RECKLESS DRIVER CONDUCT,S SH 6
12/12/2023,SELF,TRAFFIC STOP,S US 59
12/12/2023,SELF,PROPERTY LOST RECOVERED,S SH 6
12/12/2023,PHONE,DISABLED VEHICLE,S US 59
12/12/2023,SELF,TRAFFIC STOP,E US 90A
12/12/2023,SELF,TRAFFIC STOP,ELDRIDGE RD
12/12/2023,SELF,TRAFFIC STOP,RIVERBROOK DR
12/12/2023,SELF,TRAFFIC STOP,UNIVERSITY BLVD
12/12/2023,SELF,TRAFFIC STOP,DULLES AVE
12/12/2023,SELF,TRAFFIC STOP,S SH 6
12/12/2023,SELF,TRAFFIC STOP,W AIRPORT BLVD
12/12/2023,SELF,TRAFFIC STOP,W AIRPORT BLVD
12/12/2023,SELF,VIOLATION CITY ORDINANCE,N SH 6
12/12/2023,SELF,TRAFFIC STOP,DULLES AVE
12/12/2023,SELF,TRAFFIC STOP,WILLIAMS TRACE BLVD
12/12/2023,SELF,TRAFFIC STOP,W AIRPORT BLVD
12/12/2023,SELF,TRAFFIC STOP,S SH 6
12/12/2023,SELF,TRAFFIC STOP,W AIRPORT BLVD
12/12/2023,SELF,TRAFFIC STOP,N SH 6
12/12/2023,SELF,TRAFFIC STOP,W AIRPORT BLVD
12/12/2023,SELF,TRAFFIC STOP,N SH 6
12/12/2023,PHONE,ALARM PANIC,HENLEY CT
12/12/2023,SELF,TRAFFIC STOP,W AIRPORT BLVD
12/12/2023,SELF,TRAFFIC STOP,N US 59
12/12/2023,SELF,TRAFFIC STOP,E US 90A
12/12/2023,SELF,TRAFFIC STOP,N SH 6
12/12/2023,SELF,TRAFFIC STOP,W US 90A
12/12/2023,SELF,TRAFFIC STOP,N SH 6
12/13/2023,SELF,TRAFFIC STOP,E US 90A
12/13/2023,SELF,TRAFFIC STOP,DULLES AVE
12/13/2023,PHONE,MENTAL HEALTH CONCERN,GRASSY KNOLL CT
12/13/2023,SELF,DISABLED VEHICLE,S SH 6
12/13/2023,SELF,TRAFFIC STOP,N SH 6
12/13/2023,PHONE,LOUD MUSIC NOISE,HICKORY HILL CT
12/13/2023,SELF,SUSPICIOUS CIRC PERSON VEHICLE,UNIVERSITY BLVD
12/13/2023,PHONE,DEATH INVESTIGATION,MORNING MIST CT
12/13/2023,SELF,TRAFFIC STOP,S SH 6
12/13/2023,W911,COMMERCIAL FIRE,SUGAR CREEK CENTER BLVD
12/13/2023,SELF,TRAFFIC STOP,N SH 6
12/13/2023,SELF,TRAFFIC STOP,FIRST COLONY BLVD
12/13/2023,PHONE,SUSPICIOUS CIRC PERSON VEHICLE,WESCOTT AVE/BARKSDALE AVE
12/13/2023,SELF,SUSPICIOUS CIRC PERSON VEHICLE,SWEETWATER BLVD
12/13/2023,PHONE,PRISONER PROCESS,S SH 6
12/13/2023,SELF,TRAFFIC STOP,NEW TERRITORY BLVD
12/13/2023,PHONE,SUSPICIOUS CIRC PERSON VEHICLE,N SOUTHWEST FWY
12/13/2023,PHONE,THREAT TERRORISTIC,IMPERIAL CANYON LN
12/13/2023,PHONE,911 HANG UP,HAWSLEY WAY
12/13/2023,SELF,SUSPICIOUS CIRC PERSON VEHICLE,DAIRY ASHFORD RD
12/13/2023,PHONE,WELFARE CONCERN,IMPERIAL CANYON LN
12/13/2023,SELF,TRAFFIC STOP,S SH 6
12/13/2023,PHONE,DISTURBANCE,CHESTNUT MEADOW DR
12/13/2023,SELF,SUSPICIOUS CIRC PERSON VEHICLE,LEXINGTON BLVD
12/13/2023,PHONE,ALARM BURGLAR,DELFORD WAY
12/13/2023,SELF,TRAFFIC STOP,N SH 6
12/13/2023,SELF,TRAFFIC STOP,N SH 6
12/13/2023,SELF,TRAFFIC STOP,WILLIAMS TRACE BLVD
12/13/2023,SELF,TRAFFIC STOP,MCALLISTER AVE
12/13/2023,PHONE,PARKING VIOLATION,ELKINS RD
12/13/2023,PHONE,SUSPICIOUS CIRC PERSON VEHICLE,TARVER CT
12/13/2023,PHONE,PARKING VIOLATION,GLORIA CT
12/13/2023,SELF,TRAFFIC STOP,ELKINS RD
12/13/2023,PHONE,BURGLARY,S SOUTHWEST FWY
12/13/2023,PHONE,ALARM BURGLAR,S SH 6
12/13/2023,PHONE,ALARM BURGLAR,PARK TWO DR
12/13/2023,W911,RECKLESS DRIVER CONDUCT,S SH 6
12/13/2023,PHONE,MINOR ACCIDENT,LJ PKWY/COMMONWEALTH BLVD
12/13/2023,SELF,TRAFFIC STOP,WILLIAMS TRACE BLVD
12/13/2023,SELF,TRAFFIC STOP,N SH 6
12/13/2023,SELF,ABANDONED VEHICLE,NEW TERRITORY BLVD/ORCHARD PARK DR
12/13/2023,PHONE,MINOR ACCIDENT,N SOUTHWEST FWY
12/13/2023,PHONE,ASSIST BY LAW,S US 59
12/13/2023,SELF,FOLLOW UP,
12/13/2023,PHONE,CRIMINAL MISCHIEF,LOCKSLEY LN
12/13/2023,SELF,TRAFFIC STOP,E US 90A
12/13/2023,SELF,FOLLOW UP,W PARK ST
12/13/2023,SELF,DISABLED VEHICLE,DULLES AVE
12/13/2023,SELF,TRAFFIC STOP,DULLES AVE
12/13/2023,PHONE,ALARM BURGLAR,N SOUTHWEST FWY
12/13/2023,SELF,FOLLOW UP,W PARK ST
12/13/2023,PHONE,BURGLARY,S BELKNAP ST
12/13/2023,PHONE,ALARM BURGLAR,DORCHESTER CT
12/13/2023,PHONE,LPR/PLATESCAN ALERT,LEXINGTON BLVD/LONG REACH DR
12/13/2023,W911,911 HANG UP,COUNTRY BROOK CT
12/13/2023,SELF,PROPERTY LOST RECOVERED,S SH 6
12/13/2023,PHONE,THEFT,N SOUTHWEST FWY
12/13/2023,SELF,TRAFFIC STOP,S SH 6
12/13/2023,SELF,TRAFFIC STOP,DAIRY ASHFORD RD
12/13/2023,SELF,ID THEFT,S SH 6
12/13/2023,PHONE,ASSIST CITIZEN,S SH 6
12/13/2023,PHONE,MINOR ACCIDENT,S US 59
12/13/2023,PHONE,THEFT,UNIVERSITY BLVD
12/13/2023,PHONE,ASSIST CITIZEN,COLONY OAKS DR
12/13/2023,PHONE,ASSIST BY LAW,COBBLESTONE POINT DR
12/13/2023,PHONE,BURGLARY,CORPORATE DR
12/13/2023,PHONE,ALARM PANIC,E RIVERPARK DR
12/13/2023,E911,TRAFFIC HAZ PROB DIRECT RELAT,W US 90A/DAIRY ASHFORD RD
12/13/2023,PHONE,ASSIST CITIZEN,UNIVERSITY BLVD
12/13/2023,SELF,TRAFFIC STOP,DULLES AVE
12/13/2023,SELF,PARKING VIOLATION,MICHELE DR/ARCADIA DR
12/13/2023,PHONE,ASSIST CITIZEN,S SH 6
12/13/2023,E911,911 HANG UP,N SOUTHWEST FWY
12/13/2023,W911,ASSIST CITIZEN,N SH 6
12/13/2023,SELF,TRAFFIC STOP,NEW TERRITORY BLVD
12/13/2023,SELF,FOLLOW UP,N SOUTHWEST FWY
12/13/2023,SELF,TRAFFIC STOP,UNIVERSITY BLVD
12/13/2023,SELF,TRAFFIC STOP,NEW TERRITORY BLVD
12/13/2023,PHONE,SUSPICIOUS CIRC PERSON VEHICLE,E US 90A
12/13/2023,PHONE,SUSPICIOUS CIRC PERSON VEHICLE,SUGAR CREEK CENTER BLVD
12/13/2023,SELF,TRAFFIC STOP,LAKESIDE PLAZA DR
12/13/2023,SELF,PROPERTY LOST RECOVERED,S SH 6
12/13/2023,PHONE,BURGLARY,S SOUTHWEST FWY
12/13/2023,PHONE,911 HANG UP,SHADOW BEND DR
12/13/2023,SELF,TRAFFIC STOP,S SH 6
12/13/2023,SELF,TRAFFIC STOP,N SOUTHWEST FWY
12/13/2023,PHONE,911 HANG UP,EXECUTIVE DR
12/13/2023,PHONE,ASSIST CITIZEN,BONAVENTURE WAY
12/13/2023,SELF,TRAFFIC STOP,SWEETWATER BLVD
12/13/2023,SELF,TRAFFIC STOP,FIRST COLONY BLVD/MEADOWCROFT BLVD
12/13/2023,PHONE,MINOR ACCIDENT,SWEETWATER BLVD
12/13/2023,PHONE,BURGLARY,N SOUTHWEST FWY
12/13/2023,PHONE,ASSIST BY LAW,ASH ST
12/13/2023,SELF,HARASSMENT,S SH 6
12/13/2023,PHONE,SUSPICIOUS CIRC PERSON VEHICLE,AVENUE G
12/13/2023,PHONE,WELFARE CONCERN,FIRST CROSSING BLVD
12/13/2023,PHONE,MINOR ACCIDENT,WESCOTT AVE
12/13/2023,PHONE,WELFARE CONCERN,N TOWN CENTER BLVD
12/13/2023,PHONE,ALARM HOLD UP,N TOWN CENTER BLVD
12/13/2023,PHONE,WELFARE CONCERN,DULLES AVE/LEXINGTON BLVD
12/13/2023,PHONE,MINOR ACCIDENT,S SH 6/S SOUTHWEST FWY
12/13/2023,PHONE,HARASSMENT,CAMBRIA LN
12/13/2023,PHONE,ALARM BURGLAR,OVERDELL DR
